address	vendor
68597F	Alcatel Lucent
9067F3	Alcatel Lucent
18422F	Alcatel Lucent
0CB5DE	Alcatel Lucent
D4224E	Alcatel Lucent
94AE61	Alcatel Lucent
4CA74B	Alcatel Lucent
54055F	Alcatel Lucent
885C47	Alcatel Lucent
00089A	Alcatel Microelectronics
000E86	Alcatel North America
008039	ALCATEL STC AUSTRALIA
002032	ALCATEL TAISEL
54E3F6	Alcatel-Lucent
D099D5	Alcatel-Lucent
0017CC	Alcatel-Lucent
4C5FD2	Alcatel-Lucent
9067B5	Alcatel-Lucent
001D4C	Alcatel-Lucent
6854ED	Alcatel-Lucent
040A83	Alcatel-Lucent
002135	ALCATEL-LUCENT
883C93	Alcatel-Lucent Enterprise
9424E1	Alcatel-Lucent Enterprise
DC0856	Alcatel-Lucent Enterprise
00118B	Alcatel-Lucent Enterprise
00E0B1	Alcatel-Lucent Enterprise
00E0DA	Alcatel-Lucent Enterprise
782459	Alcatel-Lucent Enterprise
2CFAA2	Alcatel-Lucent Enterprise
E8E732	Alcatel-Lucent Enterprise
00D095	Alcatel-Lucent Enterprise
0020DA	Alcatel-Lucent Enterprise
3C28A6	Alcatel-Lucent Enterprise (China)
0021AE	ALCATEL-LUCENT FRANCE - WTD
0025BA	Alcatel-Lucent IPD
24AF4A	Alcatel-Lucent IPD
7C2064	Alcatel-Lucent IPD
002105	Alcatel-Lucent IPD
00233E	Alcatel-Lucent IPD
6CBEE9	Alcatel-Lucent IPD
00164D	Alcatel-Lucent IPD
001AF0	Alcatel-Lucent IPD
001C8E	Alcatel-Lucent IPD
0CA402	Alcatel-Lucent IPD
A0F3E4	Alcatel-Lucent IPD
A09D86	Alcatel-Lucent Shanghai Bell Co.
C8F86D	Alcatel-Lucent Shanghai Bell Co.
1880F5	Alcatel-Lucent Shanghai Bell Co.
184A6F	Alcatel-Lucent Shanghai Bell Co.
A8AD3D	Alcatel-Lucent Shanghai Bell Co.
54A619	Alcatel-Lucent Shanghai Bell Co.
3C8BCD	Alcatel-Lucent Shanghai Bell Co.
AC9CE4	Alcatel-Lucent Shanghai Bell Co.
000772	Alcatel-Lucent Shanghai Bell Co.
E03005	Alcatel-Lucent Shanghai Bell Co.
E4A1E6	Alcatel-Lucent Shanghai Bell Co.
F4C613	Alcatel-Lucent Shanghai Bell Co.
F83094	Alcatel-Lucent Telecom Limited
34FC6F	ALCEA
0024DB	Alcohol Monitoring Systems
001E57	ALCOMA, spol. s r.o
449CB5	Alcomp
0009F4	Alcon Laboratories
002328	ALCON TELECOMMUNICATIONS CO.
001046	ALCORN MCBRIDE
00809F	ALE International
487A55	ALE International
00271B	Alec Sicherheitssysteme GmbH
001CCD	Alektrona Corporation
001ED6	Alentec & Orion AB
001D8E	Alereon
2CE871	Alert Metalguard ApS
00602D	ALERTON TECHNOLOGIES
001D97	Alertus Technologies LLC
000595	Alesis Corporation
00064B	Alexon Co.
70533F	Alfa Instrumentos Eletronicos Ltda
008094	ALFA LAVAL AUTOMATION AB
00C0CA	ALFA
00E03E	ALFATECH
00233C	Alflex
A409CB	Alfred Kaercher GmbH &amp; Co KG
001A51	Alfred Mann Foundation
2C3F3E	Alge-Timing GmbH
0022EE	Algo Communication Products
001DD7	Algolith
002390	Algolware Corporation
90272B	Algorab S.r.l
0040BC	ALGORITHMICS
0023EC	Algorithmix GmbH
002021	ALGORITHMS SOFTWARE PVT.
0013A0	ALGOSYSTEM Co.
0090E6	ALi Corporation
FCA64C	Alibaba cloud computing Co.
D896E0	Alibaba Cloud Computing
188219	Alibaba Cloud Computing
00D044	ALIDIAN NETWORKS
2C1CF6	Alien Green LLC
001B5F	Alien Technology
785994	Alif Semiconductor
0474A1	Aligera Equipamentos Digitais Ltda
000B7F	Align Engineering LLC
345A18	Alignment Engine
2442BC	Alinco,incorporated
900CB4	Alinket Electronic Technology Co.
E0D1E6	Aliph dba Jawbone
00213C	AliphCom
0008DF	Alistel
00016A	ALITEC
0014C5	Alive Technologies Pty
747DB6	Aliwei Communications
00119A	Alkeria srl
642B8A	ALL BEST Industrial Co.
888914	All Components Incorporated
0022D2	All Earth Comércio de Eletrônicos LTDA
807484	ALL Winner (Hong Kong) Limited
6CB077	ALL Winner (Hong Kong) Limited
000246	All-Win Tech Co.
B89674	AllDSP GmbH & Co. KG
0003F6	Allegro Networks
009002	ALLGON AB
0040BA	ALLIANT COMPUTER SYSTEMS CORP
0012E1	Alliant Networks
0003AE	Allied Advanced Manufacturing Pte
000171	Allied Data Technologies
002058	ALLIED SIGNAL
001130	Allied Telesis (Hong Kong)
00A0D2	ALLIED TELESIS INTERNATIONAL Corporation
001AEB	Allied Telesis K.K
000DDA	ALLIED TELESIS K.K
00C28F	Allied Telesis K.K
000941	Allied Telesis K.K
0000CD	Allied Telesis Labs
000C25	Allied Telesis Labs
0000F4	Allied Telesis
001577	Allied Telesis
ECCD6D	Allied Telesis
E01AEA	Allied Telesis
009099	ALLIED TELESIS, K.K
000C46	Allied Telesyn
003084	ALLIED TELESYN INTERNAIONAL
000A47	Allied Vision Technologies
000F31	Allied Vision Technologies Canada
889D98	Allied-telesisK.K
5CB8CB	Allis Communications
000FC9	Allnet GmbH
0003D4	Alloptic
000938	Allot Communications
00008C	Alloy Computer Products (Australia) Pty
000789	Allradio Co.
1CEC72	Allradio Co.
0018EA	Alltec GmbH
0080AF	ALLUMER CO.
003000	ALLWELL TECHNOLOGY CORP
DC446D	Allwinner Technology Co.
A017F1	Allwinner Technology Co.
A8F1B2	Allwinner Technology Co.
189E2D	Allwinner Technology Co.
2C572C	Allwinner Technology Co.
60C22A	Allwinner Technology Co.
000ADD	Allworx Corp
000A5F	almedio
0018C1	Almitec Informática e Comércio
009081	ALOHA NETWORKS
3C9174	ALONG COMMUNICATION TECHNOLOGY
68F06D	ALONG INDUSTRIAL CO., LIMITED
001EB8	Aloys
447E95	Alpha and Omega
0001CF	Alpha Data Parallel Systems
0000B1	Alpha Micro
000FA3	Alpha Networks
001D6A	Alpha Networks
D0AEEC	Alpha Networks
001802	Alpha Networks
542AA2	Alpha Networks
488C78	Alpha Networks
0C83CC	Alpha Networks
886AE3	Alpha Networks
5C338E	Alpha Networks
000256	Alpha Processor
000C7B	ALPHA PROJECT
C01242	Alpha Security Products
002697	Alpha Technologies
0090EA	ALPHA TECHNOLOGIES
009035	ALPHA TELECOM
0006D3	Alpha Telecom,  U.S.A
0050EB	ALPHA-TOP Corporation
C4678B	Alphabet Capital Sdn Bhd
000E54	AlphaCell Wireless
503A7D	AlphaTech PLC Int’l Co.
C83DFC	AlphaTheta Corporation
648125	Alphatron Marine BV
94319B	Alphatronics BV
2CEDEB	Alpheus Digital Company Limited
001FE6	Alphion Corporation
906717	Alphion India Private Limited
D4DF57	Alpinion Medical Systems
000A08	Alps Alpine
C44F96	Alps Alpine
146102	Alps Alpine
DCB7FC	Alps Electric (Ireland)
00A079	ALPS ELECTRIC (USA)
6405E4	ALPSALPINE CO
BC428C	ALPSALPINE CO
7495EC	ALPSALPINE CO
0006F7	ALPSALPINE CO
000704	ALPSALPINE CO
0006F5	ALPSALPINE CO
34C731	ALPSALPINE CO
64D4BD	ALPSALPINE CO
0498F3	ALPSALPINE CO
00214F	ALPSALPINE CO
847051	ALPSALPINE CO
ECD909	ALPSALPINE CO
30DF17	ALPSALPINE CO
04766E	ALPSALPINE CO
AC7A4D	ALPSALPINE CO
38C096	ALPSALPINE CO
002643	ALPSALPINE CO
FC9816	ALPSALPINE CO
44EB2E	ALPSALPINE CO
5816D7	ALPSALPINE CO
B4EC02	ALPSALPINE CO
E0750A	ALPSALPINE CO
0019C1	ALPSALPINE CO
0016FE	ALPSALPINE CO
9C8D7C	ALPSALPINE CO
002433	ALPSALPINE CO
002306	ALPSALPINE CO
BC7536	ALPSALPINE CO
E0AE5E	ALPSALPINE CO
C4B757	ALPSALPINE CO
E02DF0	ALPSALPINE CO
30C3D9	ALPSALPINE CO
001BFB	ALPSALPINE CO
9409C9	ALPSALPINE CO
60380E	ALPSALPINE CO
FC62B9	ALPSALPINE CO
0002C7	ALPSALPINE CO
001E3D	ALPSALPINE CO
28A183	ALPSALPINE CO
48F07B	ALPSALPINE CO
0013AA	ALS & TEC
001AD8	AlsterAero GmbH
0462D7	ALSTOM HYDRO FRANCE
30EFD1	Alstom Strongwish (Shenzhen) Co.
00169B	Alstom Transport
9C1ECE	ALT Co.
9C4E8E	ALT Systems
949C55	Alta Data Technologies
0025A2	Alta Definicion LINCEO S.L
001BB7	Alta Heights Technology Corp
BCB923	Alta Networks
00C093	ALTA RESEARCH CORP
00268E	Alta Solutions
001032	ALTA TECHNOLOGY
0019BE	Altai Technologies Limited
087D21	Altasec technology Corporation
0018FC	Altec Electronic AG
304174	ALTEC LANSING LLC
002055	ALTECH CO.
000C40	Altech Controls
001611	Altecon Srl
0025C7	altek Corporation
80971B	Altenergy Power System
0060CF	ALTEON NETWORKS
0007ED	Altera Corporation
0014E5	Alticast
C87023	Altice Labs
68AAC4	Altice Labs
58FC20	Altice Labs
1C573E	Altice Labs
5067E0	Altice Labs
28C718	Altierre
0090A4	ALTIGA NETWORKS
000AAA	AltiGen Communications
44291E	AltoBeam (China)
A4EF15	AltoBeam (China)
9C1C37	AltoBeam (China)
88287D	AltoBeam (China)
B4FBE3	AltoBeam (China)
F4B19C	AltoBeam (China)
847AB6	AltoBeam (China)
38BEAB	AltoBeam (China)
DC2919	AltoBeam (Xiamen) Technology Ltd
4472AC	AltoBeam
3854F5	AltoBeam
30BE29	AltoBeam
4C2F7B	AltoBeam
60DC81	AltoBeam
4C37DE	AltoBeam
98A829	AltoBeam
2098ED	AltoBeam
5C4EEE	AltoBeam
E8F494	AltoBeam
E022A1	AltoBeam
387707	AltoBeam
90314B	AltoBeam
2CD8DE	AltoBeam
6056EE	AltoBeam
6C221A	AltoBeam
4C60BA	AltoBeam
C08A60	AltoBeam
48A4FD	AltoBeam
E496AE	ALTOGRAPHICS
003081	ALTOS C&C
0000C8	ALTOS COMPUTER SYSTEMS
0020F1	ALTOS INDIA LIMITED
BCFE8C	Altronic, LLC
00301C	ALTVATER AIRDATA SYSTEMS
542160	Alula
648B9B	ALWAYS ON TECH PTE
001306	Always On Wireless
000308	AM Communications
40C8CB	AM Telecom co.
60567D	AM Telecom co.
0060D5	AMADA CO.
08007E	AMALGAMATED WIRELESS(AUS)
000484	Amann GmbH
005088	AMANO Corporation
00D07A	AMAQUEST COMPUTER CORP
0060C7	AMATI COMMUNICATIONS CORP
88A3CC	Amatis Controls
00E008	AMAZING CONTROLS!
344CA4	amazipoint technology
842859	Amazon Technologies
2873F6	Amazon Technologies
E0CB1D	Amazon Technologies
FCD749	Amazon Technologies
0891A3	Amazon Technologies
6C0C9A	Amazon Technologies
089115	Amazon Technologies
74D423	Amazon Technologies
ECA138	Amazon Technologies
E0F728	Amazon Technologies
E8D87E	Amazon Technologies
C08D51	Amazon Technologies
44B4B2	Amazon Technologies
ACCCFC	Amazon Technologies
446D7F	Amazon Technologies
6C999D	Amazon Technologies
B4E454	Amazon Technologies
0C43F9	Amazon Technologies
EC0DE4	Amazon Technologies
40A9CF	Amazon Technologies
B85F98	Amazon Technologies
7458F3	Amazon Technologies
0CEE99	Amazon Technologies
1C4D66	Amazon Technologies
68DBF5	Amazon Technologies
4C1744	Amazon Technologies
7C6166	Amazon Technologies
440049	Amazon Technologies
007147	Amazon Technologies
50DCE7	Amazon Technologies
FCA667	Amazon Technologies
40B4CD	Amazon Technologies
6854FD	Amazon Technologies
34D270	Amazon Technologies
74C246	Amazon Technologies
0C47C9	Amazon Technologies
B08BA8	Amazon Technologies
50D45C	Amazon Technologies
FCE9D8	Amazon Technologies
90F82E	Amazon Technologies
0857FB	Amazon Technologies
901195	Amazon Technologies
10CE02	Amazon Technologies
48B423	Amazon Technologies
7070AA	Amazon Technologies
1848BE	Amazon Technologies
B0F7C4	Amazon Technologies
D8BE65	Amazon Technologies
1009F9	Amazon Technologies
943A91	Amazon Technologies
2C71FF	Amazon Technologies
48785E	Amazon Technologies
00F361	Amazon Technologies
C86C3D	Amazon Technologies
74ECB2	Amazon Technologies
087C39	Amazon Technologies
1CFE2B	Amazon Technologies
A40801	Amazon Technologies
7CD566	Amazon Technologies
F854B8	Amazon Technologies
74D637	Amazon Technologies
DC54D7	Amazon Technologies
689A87	Amazon Technologies
244CE3	Amazon Technologies
C49500	Amazon Technologies
B0FC0D	Amazon Technologies
38F73D	Amazon Technologies
6C5697	Amazon Technologies
FC65DE	Amazon Technologies
B47C9C	Amazon Technologies
F0D2F1	Amazon Technologies
747548	Amazon Technologies
2824C9	Amazon Technologies
B4107A	Amazon Technologies
90395F	Amazon Technologies
AC416A	Amazon Technologies
28EF01	Amazon Technologies
68F63B	Amazon Technologies
5C8B6B	Amazon Technologies
F04F7C	Amazon Technologies
F0A225	Amazon Technologies
786C84	Amazon Technologies
C091B9	Amazon Technologies
98226E	Amazon Technologies
589A3E	Amazon Technologies
7C6305	Amazon Technologies
90235B	Amazon Technologies
3425BE	Amazon Technologies
B4B742	Amazon Technologies
78A03F	Amazon Technologies
20FE00	Amazon Technologies
A8E621	Amazon Technologies
086AE5	Amazon Technologies
D8FBD6	Amazon Technologies
EC2BEB	Amazon Technologies
945AFC	Amazon Technologies
44D5CC	Amazon Technologies
F4032A	Amazon Technologies
F0F0A4	Amazon Technologies
149138	Amazon Technologies
FC492D	Amazon Technologies
CCF735	Amazon Technologies
3C5CC4	Amazon Technologies
F08173	Amazon Technologies
4CEFC0	Amazon Technologies
00FC8B	Amazon Technologies
18742E	Amazon Technologies
8871E5	Amazon Technologies
AC63BE	Amazon Technologies
A002DC	Amazon Technologies
08C224	Amazon Technologies
A8CA77	Amazon Technologies
8C2A85	Amazon Technologies
6813F3	Amazon Technologies
98CCF3	Amazon Technologies
7CEDC6	Amazon Technologies
5007C3	Amazon Technologies
3CE441	Amazon Technologies
444201	Amazon Technologies
10AE60	Amazon Technologies
800CF9	Amazon Technologies
B0739C	Amazon Technologies
F8FCE1	Amazon Technologies
A0D2B1	Amazon Technologies
806D71	Amazon Technologies
74E20C	Amazon Technologies
90A822	Amazon Technologies
20A171	Amazon Technologies
140AC5	Amazon Technologies
0812A5	Amazon Technologies
08A6BC	Amazon Technologies
CC9EA2	Amazon Technologies
00BB3A	Amazon Technologies
FCA183	Amazon Technologies
44650D	Amazon Technologies
F0272D	Amazon Technologies
84D6D0	Amazon Technologies
9CC8E9	Amazon Technologies
20BEB8	Amazon Technologies
C095CF	Amazon Technologies
485F2D	Amazon Technologies
180B1B	Amazon Technologies
E84C4A	Amazon Technologies
B0CFCB	Amazon Technologies
58E488	Amazon Technologies
443D54	Amazon Technologies
10BF67	Amazon Technologies
68B691	Amazon Technologies
40F6BC	Amazon Technologies
4C53FD	Amazon Technologies
24CE33	Amazon Technologies
1C93C4	Amazon Technologies
EC8AC4	Amazon Technologies
34AFB3	Amazon Technologies
109693	Amazon Technologies
D4910F	Amazon Technologies
A0D0DC	Amazon Technologies
4843DD	Amazon Technologies
74A7EA	Amazon Technologies
DC91BF	Amazon Technologies
40A2DB	Amazon Technologies
08849D	Amazon Technologies
1C12B0	Amazon Technologies
78E103	Amazon Technologies
6837E9	Amazon Technologies
50F5DA	Amazon Technologies
DCA0D0	Amazon Technologies
F02F9E	Amazon Technologies
0CDC91	Amazon Technologies
58A8E8	Amazon Technologies
580987	Amazon Technologies
542B1C	Amazon Technologies
A402B7	Amazon Technologies
6C55B1	Amazon Technologies
50995A	Amazon Technologies
5C415A	Amazon.com, LLC
0004B7	AMB i.t. Holding
00309F	AMBER NETWORKS
088F2C	Amber Technology
00A086	AMBER WAVE SYSTEMS
00107A	AmbiCom
28EBB7	ambie Corporation
0015B1	Ambient Corporation
941F3A	Ambiq
00D059	AMBIT MICROSYSTEMS CORP
00028A	Ambit Microsystems Corporation
000E9B	Ambit Microsystems Corporation
0006FE	Ambrado
000AFB	Ambri Limited
000173	AMCC
00651E	Amcrest Technologies
9C8ECD	Amcrest Technologies
A06032	Amcrest Technologies
000C87	AMD
008083	AMDAHL
0002F0	AME Optimedia Technology Co.
001D67	AMEC
001312	Amedia Networks
000241	Amer.com
88D652	AMERGINT Technologies
00038A	America Online
00D0A5	AMERICAN ARIUM
00D03F	AMERICAN COMMUNICATION
0006CA	American Computer & Digital Components,  (ACDC)
0016E2	American Fibertek
CCE7DF	American Magnetics
0040D9	AMERICAN MEGATRENDS
002272	American Micro-Fuel Device Corp
001088	AMERICAN NETWORKS
00C0B7	AMERICAN POWER CONVERSION CORP
000B87	American Reliance
001375	American Security Products
001487	American Technology Integrators
00A043	AMERICAN TECHNOLOGY LABS
000AF8	American Telecare
00116D	American Time and Signal
0022E3	Amerigon
00009F	AMERISTAR TECHNOLOGIES
00A04F	AMERITEC CORP
000D1C	Amesys Defense
00075E	Ametek Power Instruments
000F88	AMETEK
545146	AMG Systems
A0B8F8	Amgen U.S.A.
0010F5	AMHERST SYSTEMS
001BA1	Åmic AB
C4FEE2	AMICCOM Electronics Corporation
187A93	AMICCOM Electronics Corporation
A0E25A	Amicus SK, s.r.o
00D041	AMIGO TECHNOLOGY CO.
0CD696	Amimon
5C0FFB	Amino Communications
000202	Amino Communications
000954	AMiT spol. s. r. o
005018	AMIT
6C72E2	amitek
000D59	Amity Systems
002026	AMKLY SYSTEMS
1CA410	Amlogic
000DB2	Ammasso
E81B4B	amnimo
0013F1	AMOD Technology Co.
001240	AMOI ELECTRONICS
1C4AF7	AMON
D056BF	AMOSENSE
8CF710	AMPAK Technology
10D07A	AMPAK Technology
CCB8A8	AMPAK Technology
442C05	AMPAK Technology
28EDE0	AMPAK Technology
6CFAA7	AMPAK Technology
C0847D	AMPAK Technology
6C21A2	AMPAK Technology
AC83F3	AMPAK Technology
04E676	AMPAK Technology
0022F4	AMPAK Technology
E076D0	AMPAK Technology
B00247	AMPAK Technology
102C6B	AMPAK Technology
D41243	AMPAK Technology
18937F	AMPAK Technology
CC4B73	AMPAK Technology
B0F1EC	AMPAK Technology
983B16	AMPAK Technology
94A1A2	AMPAK Technology
9CB8B4	AMPAK Technology
50411C	AMPAK Technology
B82D28	AMPAK Technology
08FBEA	AMPAK Technology
704A0E	AMPAK Technology
70F754	AMPAK Technology
282D06	AMPAK Technology
002DB3	AMPAK Technology
08E9F6	AMPAK Technology
C0F535	AMPAK Technology
2050E7	AMPAK Technology
D49CDD	AMPAK Technology
40D95A	AMPAK Technology
5478C9	AMPAK Technology
B81332	AMPAK Technology
F023AE	AMPAK Technology
8CCDFE	AMPAK Technology
20406A	AMPAK Technology
40FDF3	AMPAK Technology
F87B8C	Amped Wireless
8C0CA3	Amper
0030E5	Amper Datos S.A
F8C249	AMPERE COMPUTING LLC
00007C	AMPERE INCORPORATED
000A22	Amperion
00004E	AMPEX Corporation
78A714	Amphenol
000A0D	Amphenol
142DF5	Amphitech
0004F6	Amphus
000E79	Ample Communications
E85BB7	Ample Systems
001877	Amplex A/S
1CBD0E	Amplified Engineering Pty
00027B	Amplify Net
004053	AMPRO COMPUTERS
0075E1	Ampt, LLC
B48547	Amptown System Company GmbH
001C3B	AmRoad Technology
7C6C8F	AMS NEVE
0808EA	AMSC
F44848	Amscreen Group
00603B	AMTEC spa
000C6F	Amtek system
000E78	Amtelco
A446FA	AmTRAN Video Corporation
0017FD	Amulet Hotkey
001875	AnaCise Testnology Pte
0CEF7C	AnaCom
9889ED	Anadem Information
00146B	Anagran
141330	Anakreon UK LLP
002030	ANALOG & DIGITAL SYSTEMS
64F9C0	ANALOG DEVICES
90940A	Analog Devices
006088	Analog Devices
78C6BB	Analog Devices
0005F7	Analog Devices
00E022	Analog Devices
6C0831	ANALOG SYSTEMS
001AAA	Analogic Corp
0022B9	Analogix Seminconductor
001D11	Analogue & Micro
B88F14	Analytica GmbH
000FED	Anam Electronics Co.
0C756C	Anaren Microwave
0022DA	ANATEK, LLC
000C24	ANATOR
0018E0	ANAVEO
CCB888	AnB Securite s.a
00503F	ANCHOR GAMES
0060C5	ANCOT CORP
0050ED	ANDA NETWORKS
0C6111	Anda Technologies SAC
BC73A4	ANDA TELECOM PVT
002396	ANDES TECHNOLOGY Corporation
000530	Andiamo Systems
0001E2	Ando Electric Corporation
004D32	Andon Health
001E88	ANDOR SYSTEM SUPPORT CO.
004011	ANDOVER CONTROLS Corporation
044562	ANDRA Sp. z o. o
D810CB	Andrea Informatique
FC698C	ANDREAS STIHL AG & Co. KG
001235	Andrew Corporation
000DEE	Andrew RF Power Amplifier Group
002183	ANDRITZ HYDRO GmbH
3826CD	ANDTEK
38EE9D	Anedo
00E082	ANERMA
001A03	Angel Electronics Co.
0009E3	Angel Iglesias S.A
C4B691	Angel Robotics
00A051	ANGIA COMMUNICATIONS.
8C0F83	Angie Hospitality LLC
686975	Angler Labs
68EBC5	Angstrem Telecom
6CB350	Anhui comhigher tech
64F6F7	Anhui Dynamic Power Co.
D8803C	Anhui Huami Information Technology Company Limited
C4955F	Anhui Saida Technology Limited Liability Company
001C68	Anhui Sun Create Electronics Co.
8432EA	ANHUI WANZTEN P&T CO.
004005	ANI COMMUNICATIONS
000C45	Animation Technologies
000183	ANITE TELECOMS
E01E07	Anite Telecoms US.
0000FE	Annapolis Micro Systems
743889	ANNAX Anzeigesysteme GmbH
0018A8	AnNeal Technology
000A02	ANNSO CO.
D41296	Anobit Technologies
0007CF	Anoto AB
307CB2	ANOV FRANCE
B8266C	ANOV France
A43E51	ANOV FRANCE
F86465	Anova Applied Electronics
405A9B	ANOVO
000091	ANRITSU Corporation
0002B1	Anritsu
0018BE	ANSA Corporation
0025F7	Ansaldo STS USA
004090	ANSEL COMMUNICATIONS
001AB8	Anseri Corporation
0CAAEE	Ansjer Electronics Co.
0023DE	Ansync
F0A968	Antailiye Technology
108B6A	Antailiye Technology
7CCB0D	Antaira Technologies, LLC
000455	ANTARA.net
0010F2	ANTEC
6C4598	Antex Electronic Corp
000B3F	Anthology Solutions
00162A	Antik computers & communications s.r.o
00192A	Antiope Associates
002385	ANTIPODE
008004	ANTLOW COMMUNICATIONS
000DD9	Anton Paar GmbH
E8F0A4	Antonios A. Chariton
C45BF7	ants
44D2CA	Anvia TV Oy
0022CA	Anviz Biometric Tech. Co.
0007B5	Any One Wireless
002416	Any Use
0019C8	AnyDATA Corporation
9440A2	Anywave Communication Technologies
342F6E	Anywire Corporation
4829E4	AO
DCE305	AO
D8AF81	AO
1CCA41	AO
14CCB3	AO GK NATEKS
6429ED	AO PKK Milandr
78B6C1	AOBO Telecom
002467	AOC International (Europe) GmbH
606453	AOD
000BE8	AOIP
001585	Aonvision Technolopy Corp
000180	AOpen
000CDD	AOS technologies AG
00218D	AP Router Ind. Eletronica LTDA
000F99	APAC opto Electronics
DC663A	Apacer Technology
002610	Apacewave Technologies
000C88	Apache Micro Peripherals
000A38	Apani Networks
0022E4	APASS TECHNOLOGY CO.
D8DA52	APATOR S.A
282986	APC by Schneider Electric
D08999	APCON
001771	APD Communications
746A3A	Aperi Corporation
0005DA	Apex Automationstechnik
00804E	APEX COMPUTER COMPANY
0020E5	APEX DATA
0012C2	Apex Electronics Factory
90185E	Apex Tool Group GmbH & Co OHG
000299	Apex
48A964	APEXSHA SMARTTECH PRIVATE LIMITED
00A007	APEXX TECHNOLOGY
000CEA	aphona Kommunikationssysteme
0020A5	API ENGINEERING
003058	API MOTION
ECDB86	API-K
74E424	APISTE Corporation
002101	Aplicaciones Electronicas Quasar (AEQ)
C87248	Aplicom Oy
009003	APLIO
001C4D	Aplix IP Holdings Corporation
000D3E	APLUX Communications
0003DB	Apogee Electronics Corp
000951	Apogee Imaging Systems
00227B	Apogee Labs
0060EE	APOLLO
08001E	APOLLO COMPUTER
001B9A	Apollo Fire Detectors
